date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2017-12-31,2017Q4,605961,Farm,family_sale,1904,6614882,0.0,4,122.0,54220.344,Nygårdsvej 4,4293,Dianalund,Other islands,Zealand,0.0,1.15,2.26
2017-12-31,2017Q4,605898,Villa,family_sale,1850,300000,0.0,3,84.0,3571.4285,Ravningvej 9,6760,Ribe,South jutland,Jutland,0.0,1.15,2.26
2017-12-31,2017Q4,605944,Apartment,family_sale,1926,1180720,0.0,2,58.0,20357.242,"Jernbanegade 25, 1. th",6753,Agerbæk,South jutland,Jutland,0.0,1.15,2.26
2017-12-31,2017Q4,605934,Townhouse,family_sale,1974,1600000,0.0,4,139.0,11510.791,Ãlegårdsvænget 18,2791,Dragør,"Capital, Copenhagen",Zealand,0.0,1.15,2.26
2017-12-31,2017Q4,605960,Farm,regular_sale,1923,1800000,0.0,7,235.0,7659.5747,Kalbyvej 10,4684,Holmegaard,Other islands,Zealand,0.0,1.15,2.26
2017-12-31,2017Q4,605895,Villa,family_sale,1981,2415500,0.0,4,165.0,14639.394,Kelstrupvej 6,8560,Kolind,East & mid jutland,Jutland,0.0,1.15,2.26
2017-12-30,2017Q4,606014,Apartment,family_sale,1975,468000,0.0,1,39.0,12000.0,"Buegården 15, 2. tv",2880,Bagsværd,"Capital, Copenhagen",Zealand,0.0,1.15,2.26
2017-12-30,2017Q4,605976,Villa,family_sale,1973,580000,0.0,4,111.0,5225.225,Kromarksvej 16,9940,Læsø,North jutland,Jutland,0.0,1.15,2.26
2017-12-29,2017Q4,606039,Townhouse,regular_sale,1850,1000000,-16.0,7,185.0,5405.4053,Bullerupvej 8,5240,Odense NA,Fyn & islands,Fyn & islands,0.0,1.15,2.26
2017-12-29,2017Q4,606042,Apartment,regular_sale,1912,1315000,-2.0,4,117.0,11239.316,"Spinderigade 3, 1",7100,Vejle,South jutland,Jutland,0.0,1.15,2.26
2017-12-28,2017Q4,606164,Villa,regular_sale,1998,895000,0.0,5,137.0,6532.8467,Mellergårdsvej 5,9760,Vrå,North jutland,Jutland,0.0,1.15,2.26
2017-12-28,2017Q4,606152,Villa,regular_sale,1972,3500000,-5.0,6,191.0,18324.607,Storskoven 21,3200,Helsinge,North Zealand,Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606184,Townhouse,regular_sale,1985,3299000,0.0,4,105.0,31419.047,Hendriksholms Boulevard 71A,2610,Rødovre,"Capital, Copenhagen",Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606147,Summerhouse,regular_sale,1981,595000,0.0,3,52.0,11442.308,Bøgevej 18,4281,Gørlev,Other islands,Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606187,Villa,regular_sale,1969,875000,-7.0,3,115.0,7608.696,Lærkevænget 10,5471,Søndersø,Fyn & islands,Fyn & islands,0.0,1.15,2.26
2017-12-28,2017Q4,606135,Apartment,regular_sale,1975,4600000,-5.0,3,93.0,49462.367,"Pile Alle 5H, st. th",2000,Frederiksberg,"Capital, Copenhagen",Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606221,Villa,regular_sale,2019,1450000,0.0,7,200.0,7250.0,Holmeengen 13,4000,Roskilde,Other islands,Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606234,Villa,regular_sale,1974,1475000,-10.0,4,136.0,10845.588,Tvedvænget 39,5240,Odense NA,Fyn & islands,Fyn & islands,0.0,1.15,2.26
2017-12-28,2017Q4,606103,Summerhouse,regular_sale,1972,1500000,-3.0,4,61.0,24590.164,Brudsbakke 20,3210,Vejby,North Zealand,Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606170,Villa,regular_sale,1967,1495000,-6.0,4,152.0,9835.526,Tværvej 11,5792,Ãrslev,Fyn & islands,Fyn & islands,0.0,1.15,2.26
2017-12-28,2017Q4,606244,Villa,regular_sale,1964,400000,0.0,5,176.0,2272.7273,Listevej 4,9500,Hobro,North jutland,Jutland,0.0,1.15,2.26
2017-12-28,2017Q4,606231,Summerhouse,regular_sale,1965,1300000,-13.0,3,81.0,16049.383,Harebakken 6,9493,Saltum,North jutland,Jutland,0.0,1.15,2.26
2017-12-28,2017Q4,606225,Villa,regular_sale,2019,1075000,0.0,6,185.0,5810.811,Kjærgårds Vænge 49,4330,Hvalsø,Other islands,Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606136,Villa,regular_sale,1933,3600000,-4.0,5,120.0,30000.0,Røde Mellemvej 30,2300,København S,"Capital, Copenhagen",Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606155,Townhouse,regular_sale,1992,2445000,-2.0,3,87.0,28103.45,Stampehusene 3F,2970,Hørsholm,"Capital, Copenhagen",Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606153,Villa,regular_sale,1863,2550000,-4.0,4,87.0,29310.346,Esrumvej 341,3000,Helsingør,North Zealand,Zealand,0.0,1.15,2.26
2017-12-28,2017Q4,606094,Villa,regular_sale,1925,1452000,12.0,6,200.0,7260.0,Præstegårdsvejen 5,3700,Rønne,Bornholm,Bornholm,0.0,1.15,2.26
2017-12-28,2017Q4,606148,Villa,regular_sale,1978,1525000,-3.0,4,114.0,13377.193,Avernakøvej 5B,5700,Svendborg,Fyn & islands,Fyn & islands,0.0,1.15,2.26
2017-12-28,2017Q4,606217,Villa,family_sale,1979,1556000,0.0,7,192.0,8104.1665,Ãlundsvej 18,8250,Egå,East & mid jutland,Jutland,0.0,1.15,2.26
2017-12-28,2017Q4,606251,Villa,regular_sale,1999,3600000,-3.0,5,182.0,19780.22,Egeparken 7,8370,Hadsten,East & mid jutland,Jutland,0.0,1.15,2.26
2017-12-28,2017Q4,606222,Townhouse,regular_sale,2018,4653199,0.0,6,137.0,33964.957,Degneæblevej 9,2500,Valby,"Capital, Copenhagen",Zealand,0.0,1.15,2.26
2017-12-27,2017Q4,606391,Townhouse,regular_sale,1860,740000,-7.0,5,147.0,5034.0137,Pederstrupvej 2,5210,Odense NV,Fyn & islands,Fyn & islands,0.0,1.15,2.26
2017-12-27,2017Q4,606272,Townhouse,regular_sale,1954,1340000,-4.0,3,102.0,13137.255,Ydunsvej 17B,7400,Herning,South jutland,Jutland,0.0,1.15,2.26
2017-12-27,2017Q4,606416,Villa,regular_sale,2010,1700000,0.0,5,149.0,11409.3955,Alstedvej 45,4173,Fjenneslev,Other islands,Zealand,0.0,1.15,2.26
2017-12-27,2017Q4,606363,Villa,regular_sale,2004,2795000,0.0,4,128.0,21835.938,Præstelunden 6,4100,Ringsted,Other islands,Zealand,0.0,1.15,2.26
2017-12-27,2017Q4,606360,Villa,regular_sale,1878,950000,-5.0,7,185.0,5135.1353,Rugkrogvej 3,4250,Fuglebjerg,Other islands,Zealand,0.0,1.15,2.26
2017-12-27,2017Q4,606303,Summerhouse,family_sale,1997,1317500,0.0,4,69.0,19094.203,Skonnertvej 3,8400,Ebeltoft,East & mid jutland,Jutland,0.0,1.15,2.26
2017-12-27,2017Q4,606336,Villa,regular_sale,2018,2950000,-9.0,5,175.0,16857.143,Vanddamsvej 17,3520,Farum,North Zealand,Zealand,0.0,1.15,2.26
2017-12-27,2017Q4,606385,Townhouse,regular_sale,2022,700000,0.0,4,113.0,6194.6904,Tingvej 8K,9380,Vestbjerg,North jutland,Jutland,0.0,1.15,2.26
