date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2023-12-31,2023Q4,45623,Apartment,family_sale,1917,4292500,0.0,4,166.0,25858.434,"Ved Arehøj 2, 1. tv",2900,Hellerup,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-31,2023Q4,45615,Apartment,family_sale,1900,1129650,0.0,3,135.0,8367.777,"Harboørevej 7, st. th",7620,Lemvig,South jutland,Jutland,3.6,3.31,4.79
2023-12-31,2023Q4,45604,Summerhouse,regular_sale,1980,2500000,0.0,5,146.0,17123.287,Caprifolvej 8,9370,Hals,North jutland,Jutland,3.6,3.31,4.79
2023-12-30,2023Q4,45648,Apartment,regular_sale,1890,3800000,0.0,2,53.0,71698.11,"Slagelsevej 25, st. th",4180,Sorø,Other islands,Zealand,3.6,3.31,4.79
2023-12-30,2023Q4,45702,Apartment,family_sale,1992,892500,0.0,4,110.0,8113.636,"Vestergade 7B, 1. tv",7800,Skive,South jutland,Jutland,3.6,3.31,4.79
2023-12-30,2023Q4,45687,Apartment,family_sale,1934,1800000,0.0,3,115.0,15652.174,"Ansgargade 3, 3. th",5000,Odense C,Fyn & islands,Fyn & islands,3.6,3.31,4.79
2023-12-30,2023Q4,45645,Villa,other_sale,1937,288249,0.0,6,174.0,1656.6034,Hemmedvej 34,8585,Glesborg,East & mid jutland,Jutland,3.6,3.31,4.79
2023-12-30,2023Q4,45694,Villa,regular_sale,1960,525000,-12.0,4,119.0,4411.7646,Glyngørevej 14,7800,Skive,South jutland,Jutland,3.6,3.31,4.79
2023-12-29,2023Q4,45743,Villa,regular_sale,1962,1310000,-16.0,4,152.0,8618.421,Kingosvej 19,6800,Varde,South jutland,Jutland,3.6,3.31,4.79
2023-12-29,2023Q4,45759,Villa,regular_sale,1917,1280000,0.0,5,127.0,10078.74,Gammel Stigsborgvej 4,9400,Nørresundby,North jutland,Jutland,3.6,3.31,4.79
2023-12-29,2023Q4,45773,Summerhouse,family_sale,2008,1232500,0.0,3,76.0,16217.105,Bulbjergvej 24,6710,Esbjerg V,South jutland,Jutland,3.6,3.31,4.79
2023-12-29,2023Q4,45721,Villa,regular_sale,1947,5425000,-6.0,6,138.0,39311.594,Minthøjvej 1,8210,Aarhus V,East & mid jutland,Jutland,3.6,3.31,4.79
2023-12-29,2023Q4,45752,Farm,regular_sale,1937,1000000,0.0,4,147.0,6802.721,Thorupvej 59,9670,Løgstør,North jutland,Jutland,3.6,3.31,4.79
2023-12-29,2023Q4,45803,Townhouse,regular_sale,1949,2365000,0.0,3,88.0,26875.0,Bøjden 5A,5792,Ãrslev,Fyn & islands,Fyn & islands,3.6,3.31,4.79
2023-12-29,2023Q4,45776,Apartment,regular_sale,1946,2275000,-3.0,3,65.0,35000.0,"Tværbommen 41, st. tv",2820,Gentofte,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-29,2023Q4,45761,Townhouse,regular_sale,1979,3000000,-11.0,4,120.0,25000.0,Hornebyparken 13,3100,Hornbæk,North Zealand,Zealand,3.6,3.31,4.79
2023-12-29,2023Q4,45755,Apartment,other_sale,1825,3650000,0.0,4,85.0,42941.176,"Hausergade 36, 2. tv",1128,København K,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-29,2023Q4,45783,Summerhouse,regular_sale,1972,650000,0.0,4,74.0,8783.784,Limfjordsvangen 19,7752,Snedsted,South jutland,Jutland,3.6,3.31,4.79
2023-12-29,2023Q4,45778,Apartment,family_sale,1938,2040000,0.0,3,70.0,29142.857,"Sofievej 10, st. th",2840,Holte,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-29,2023Q4,45813,Summerhouse,family_sale,1966,1995000,0.0,5,79.0,25253.164,Vestre Ãgårdsvej 7,4480,Store Fuglede,Other islands,Zealand,3.6,3.31,4.79
2023-12-28,2023Q4,46086,Villa,regular_sale,2021,3850000,-1.0,5,168.0,22916.666,T.C. Bruuns Vej 16,4700,Næstved,Other islands,Zealand,3.6,3.31,4.79
2023-12-28,2023Q4,46044,Apartment,family_sale,1931,2012500,0.0,3,79.0,25474.684,"Jerichausgade 2, 1. th",8000,Aarhus C,East & mid jutland,Jutland,3.6,3.31,4.79
2023-12-28,2023Q4,45976,Summerhouse,family_sale,2005,1445000,0.0,2,88.0,16420.455,Langagervej 34,8500,Grenaa,East & mid jutland,Jutland,3.6,3.31,4.79
2023-12-28,2023Q4,46113,Apartment,family_sale,2002,6550000,0.0,4,170.0,38529.41,"Tuborg Boulevard 18, st. th",2900,Hellerup,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-28,2023Q4,46067,Villa,regular_sale,1951,450000,0.0,4,96.0,4687.5,Viborgvej 67,7800,Skive,South jutland,Jutland,3.6,3.31,4.79
2023-12-28,2023Q4,45952,Townhouse,regular_sale,1978,2450000,-4.0,3,125.0,19600.0,Birkevej 29,8410,Rønde,East & mid jutland,Jutland,3.6,3.31,4.79
2023-12-28,2023Q4,45857,Summerhouse,family_sale,1986,1250000,0.0,4,103.0,12135.922,Skræddermarken 30,6720,Fanø,South jutland,Jutland,3.6,3.31,4.79
2023-12-28,2023Q4,46064,Townhouse,regular_sale,1976,3800000,-4.0,5,139.0,27338.129,Maglebytorv 35,2791,Dragør,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-28,2023Q4,45894,Villa,regular_sale,1900,14700000,0.0,8,219.0,67123.29,Chr.Winthers Vej 2,2800,Kongens Lyngby,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-28,2023Q4,45969,Townhouse,regular_sale,1948,7400000,0.0,5,133.0,55639.098,Syrenvænget 31,2830,Virum,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-28,2023Q4,45854,Apartment,family_sale,1938,1610000,0.0,2,69.0,23333.334,"Gyldenløvesgade 21, 3. mf",1600,København V,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
2023-12-28,2023Q4,46002,Apartment,family_sale,1935,1300000,0.0,2,72.0,18055.555,"Prinsensgade 46, 1. tv",9000,Aalborg,North jutland,Jutland,3.6,3.31,4.79
2023-12-28,2023Q4,46118,Apartment,regular_sale,1973,1770000,-11.0,2,61.0,29016.393,"Mølleåparken 57, 2. g",2800,Kongens Lyngby,"Capital, Copenhagen",Zealand,3.6,3.31,4.79
