date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2009-12-31,2009Q4,954541,Summerhouse,regular_sale,1974,612500,0.0,5,84.0,7291.6665,Fyrrebakken 1,3720,Aakirkeby,Bornholm,Bornholm,1.0,1.3,5.5
2009-12-31,2009Q4,954554,Summerhouse,regular_sale,1965,750000,0.0,4,120.0,6250.0,Marehalmen 51,6950,Ringkøbing,South jutland,Jutland,1.0,1.3,5.5
2009-12-29,2009Q4,954638,Villa,regular_sale,1938,2975000,-4.0,5,128.0,23242.188,Ambrosius Stubs Vej 5,5000,Odense C,Fyn & islands,Fyn & islands,1.0,1.3,5.5
2009-12-29,2009Q4,954650,Apartment,regular_sale,1955,1750000,0.0,2,53.0,33018.867,"Havnevej 123, st. th",8500,Grenaa,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-29,2009Q4,954616,Villa,regular_sale,1970,1850000,-2.0,7,198.0,9343.435,Klarinetvej 31,8700,Horsens,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-29,2009Q4,954648,Apartment,regular_sale,1955,1750000,0.0,2,53.0,33018.867,"Havnevej 123, st. tv",8500,Grenaa,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-29,2009Q4,954592,Villa,regular_sale,1978,1350000,0.0,6,205.0,6585.3657,Kobberstedvej 66,6070,Christiansfeld,South jutland,Jutland,1.0,1.3,5.5
2009-12-28,2009Q4,954663,Villa,regular_sale,1981,1500000,-21.0,5,122.0,12295.082,Egevænget 12,6051,Almind,South jutland,Jutland,1.0,1.3,5.5
2009-12-28,2009Q4,954673,Summerhouse,regular_sale,1973,2500000,-31.0,5,148.0,16891.893,Gæslingevej 49B,3080,Tikøb,North Zealand,Zealand,1.0,1.3,5.5
2009-12-28,2009Q4,954678,Apartment,family_sale,1875,1487500,0.0,3,84.0,17708.334,"Nansensgade 39, st. th",1366,København K,"Capital, Copenhagen",Zealand,1.0,1.3,5.5
2009-12-27,2009Q4,954729,Villa,regular_sale,1961,765000,-7.0,4,147.0,5204.0815,Møllebakkevej 15,8500,Grenaa,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-27,2009Q4,954748,Apartment,regular_sale,2007,2200000,0.0,3,87.0,25287.355,"Weidekampsgade 37, 3. th",2300,København S,"Capital, Copenhagen",Zealand,1.0,1.3,5.5
2009-12-27,2009Q4,954766,Apartment,regular_sale,1920,2050000,-2.0,3,82.0,25000.0,"Selma Lagerløfs Alle 19A, st",2860,Søborg,"Capital, Copenhagen",Zealand,1.0,1.3,5.5
2009-12-26,2009Q4,954780,Summerhouse,regular_sale,1969,825000,0.0,3,72.0,11458.333,Grønhøj 22,8400,Ebeltoft,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-25,2009Q4,954794,Villa,regular_sale,1986,1200000,0.0,3,94.0,12765.957,Skærskovvænget 35,8600,Silkeborg,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-24,2009Q4,954807,Apartment,regular_sale,1991,543158,0.0,3,84.0,6466.1665,Arendalsvej 57,8600,Silkeborg,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-22,2009Q4,954852,Villa,auction,1877,780000,0.0,5,165.0,4727.273,Kirkevej 18,4532,Gislinge,Other islands,Zealand,1.0,1.3,5.5
2009-12-22,2009Q4,954838,Villa,regular_sale,1926,3850000,-14.0,4,140.0,27500.0,Virumgade 56A,2830,Virum,"Capital, Copenhagen",Zealand,1.0,1.3,5.5
2009-12-22,2009Q4,954891,Townhouse,regular_sale,1955,1425000,-21.0,3,129.0,11046.512,Ejbyvej 169B,2610,Rødovre,"Capital, Copenhagen",Zealand,1.0,1.3,5.5
2009-12-22,2009Q4,954834,Villa,regular_sale,1900,975000,-18.0,4,142.0,6866.1973,Havnegade 13,5935,Bagenkop,Fyn & islands,Fyn & islands,1.0,1.3,5.5
2009-12-22,2009Q4,954859,Farm,regular_sale,1929,6212680,0.0,9,210.0,29584.191,Ibskervej 56,3740,Svaneke,Bornholm,Bornholm,1.0,1.3,5.5
2009-12-22,2009Q4,954883,Villa,regular_sale,2010,295000,0.0,5,170.0,1735.2941,Parallelvej 31,9982,Ãlbæk,North jutland,Jutland,1.0,1.3,5.5
2009-12-22,2009Q4,954888,Villa,regular_sale,1995,3125000,-5.0,5,155.0,20161.291,Fyrresvinget 4,8600,Silkeborg,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-22,2009Q4,954863,Villa,regular_sale,2011,2500000,-17.0,6,198.0,12626.263,Søndre Kystagervej 15,2650,Hvidovre,"Capital, Copenhagen",Zealand,1.0,1.3,5.5
2009-12-22,2009Q4,954866,Villa,regular_sale,1991,1650000,-3.0,5,140.0,11785.714,Eliselunden 18,8783,Hornsyld,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-22,2009Q4,954896,Villa,regular_sale,1983,1360000,-3.0,4,96.0,14166.667,Gl. Mariagårdsvej 4,3300,Frederiksværk,North Zealand,Zealand,1.0,1.3,5.5
2009-12-21,2009Q4,955041,Villa,regular_sale,1987,1050000,0.0,4,114.0,9210.526,Kongevej 6,8752,Astbirk,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-21,2009Q4,954913,Apartment,regular_sale,1939,4725000,-5.0,6,182.0,25961.54,"Vester Søgade 44, 3. tv",1601,København V,"Capital, Copenhagen",Zealand,1.0,1.3,5.5
2009-12-21,2009Q4,955017,Villa,regular_sale,1973,1600000,-11.0,5,130.0,12307.692,Rosenparken 5,8464,Galten,East & mid jutland,Jutland,1.0,1.3,5.5
2009-12-21,2009Q4,955044,Villa,regular_sale,1920,1195000,0.0,4,126.0,9484.127,Thylandsvej 46,7700,Thisted,South jutland,Jutland,1.0,1.3,5.5
2009-12-21,2009Q4,954968,Summerhouse,other_sale,1969,2700000,-8.0,3,123.0,21951.219,Lanternevej 6,3630,Jægerspris,North Zealand,Zealand,1.0,1.3,5.5
2009-12-21,2009Q4,954947,Townhouse,regular_sale,1978,2395000,0.0,4,112.0,21383.928,Ãvendingen 4A,2700,Brønshøj,"Capital, Copenhagen",Zealand,1.0,1.3,5.5
