date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2001-12-31,2001Q4,1263750,Apartment,regular_sale,1963,430000,0.0,2,70.0,6142.857,"Blegdammen 36, st. th",4400,Kalundborg,Other islands,Zealand,3.75,2.34,7.05
2001-12-30,2001Q4,1263819,Townhouse,regular_sale,1999,1652125,0.0,4,108.0,15297.454,Granatvej 39,3650,Alstykke,North Zealand,Zealand,3.75,2.34,7.05
2001-12-30,2001Q4,1263805,Villa,regular_sale,1840,616667,0.0,3,203.0,3037.7686,Sperrestrupvej 37,3650,Alstykke,North Zealand,Zealand,3.75,2.34,7.05
2001-12-29,2001Q4,1263858,Villa,regular_sale,1937,1600000,0.0,3,82.0,19512.195,Tryggevældevej 68,2700,Brønshøj,"Capital, Copenhagen",Zealand,3.75,2.34,7.05
2001-12-27,2001Q4,1263949,Villa,family_sale,1963,595000,0.0,6,188.0,3164.8936,Barsmark Bygade 151,6200,Aabenraa,South jutland,Jutland,3.75,2.34,7.05
2001-12-27,2001Q4,1263903,Apartment,regular_sale,1903,4500000,0.0,3,91.0,49450.55,"Bernstorffsvej 95G, 1",2900,Hellerup,"Capital, Copenhagen",Zealand,3.75,2.34,7.05
2001-12-27,2001Q4,1263900,Apartment,regular_sale,1903,4500000,0.0,3,115.0,39130.434,Bernstorffsvej 95F,2900,Hellerup,"Capital, Copenhagen",Zealand,3.75,2.34,7.05
2001-12-27,2001Q4,1263920,Summerhouse,family_sale,1973,600000,0.0,3,73.0,8219.178,Hejredalen 7,9480,Løkken,North jutland,Jutland,3.75,2.34,7.05
2001-12-26,2001Q4,1264004,Farm,family_sale,2011,530000,0.0,7,225.0,2355.5557,Kanalvej 6B,4520,Svinninge,Other islands,Zealand,3.75,2.34,7.05
2001-12-26,2001Q4,1263982,Villa,regular_sale,1977,1275000,0.0,5,161.0,7919.255,Højvang Nord 10,6580,Vamdrup,South jutland,Jutland,3.75,2.34,7.05
2001-12-26,2001Q4,1263986,Villa,other_sale,1960,460000,0.0,5,120.0,3833.3333,Hostrupvej 14,6270,Tønder,South jutland,Jutland,3.75,2.34,7.05
2001-12-26,2001Q4,1263997,Villa,regular_sale,2001,1380000,0.0,3,95.0,14526.315,Dr Mølle Stationsvej 12,3120,Dronningmølle,North Zealand,Zealand,3.75,2.34,7.05
2001-12-26,2001Q4,1263996,Apartment,regular_sale,1943,1050000,0.0,3,76.0,13815.789,"Vangedevej 232B, 4. tv",2870,Dyssegård,"Capital, Copenhagen",Zealand,3.75,2.34,7.05
2001-12-26,2001Q4,1263998,Townhouse,regular_sale,1892,2050000,0.0,6,136.0,15073.529,Niels W. Gades Gade 41,2100,København A,"Capital, Copenhagen",Zealand,3.75,2.34,7.05
2001-12-26,2001Q4,1263987,Farm,regular_sale,1911,1916505,0.0,9,242.0,7919.4424,Knivsbækvej 4,6920,Videbæk,South jutland,Jutland,3.75,2.34,7.05
