date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2002-12-30,2002Q4,1231777,Farm,family_sale,1850,900000,0.0,8,196.0,4591.837,Ronæsvej 15,5960,Marstal,Fyn & islands,Fyn & islands,3.25,2.42,6.69
2002-12-29,2002Q4,1231829,Apartment,regular_sale,2004,2800000,0.0,2,51.0,54901.96,Kirkegårds AllÃ© 5C. 9,5000,Odense C,Fyn & islands,Fyn & islands,3.25,2.42,6.69
2002-12-29,2002Q4,1231883,Villa,regular_sale,1953,610000,0.0,4,109.0,5596.33,Ringgade 20,6500,Vojens,South jutland,Jutland,3.25,2.42,6.69
2002-12-29,2002Q4,1231864,Apartment,regular_sale,1898,600000,0.0,3,76.0,7894.737,"Aagade 40, st",7900,Nykøbing M,South jutland,Jutland,3.25,2.42,6.69
2002-12-29,2002Q4,1231863,Villa,regular_sale,1981,1755140,0.0,5,138.0,12718.406,Poul Hansens Vænge 15,2640,Hedehusene,"Capital, Copenhagen",Zealand,3.25,2.42,6.69
2002-12-29,2002Q4,1231826,Apartment,regular_sale,2004,2800000,0.0,2,51.0,54901.96,Kirkegårds AllÃ© 5C. 5,5000,Odense C,Fyn & islands,Fyn & islands,3.25,2.42,6.69
2002-12-29,2002Q4,1231917,Villa,family_sale,1903,1105000,0.0,6,203.0,5443.3496,Vejlen 1,4540,Fårevejle,Other islands,Zealand,3.25,2.42,6.69
2002-12-29,2002Q4,1231890,Villa,other_sale,1969,600000,0.0,8,188.0,3191.4893,Tåstumvænget 14,8381,Tilst,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-29,2002Q4,1231896,Summerhouse,family_sale,1996,1200000,0.0,5,121.0,9917.355,Hammertoften 6,4050,Skibby,Other islands,Zealand,3.25,2.42,6.69
2002-12-29,2002Q4,1231854,Villa,regular_sale,1963,1410000,0.0,4,121.0,11652.893,Teglgårdsvej 27,8270,Højbjerg,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-28,2002Q4,1231939,Villa,regular_sale,1969,750000,0.0,6,202.0,3712.8713,Valmuemarken 11,9430,Vadum,North jutland,Jutland,3.25,2.42,6.69
2002-12-26,2002Q4,1232021,Townhouse,regular_sale,2003,8000000,0.0,5,110.0,72727.27,Rødlundvej 315,8462,Harlev J,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-25,2002Q4,1232062,Summerhouse,family_sale,1971,306000,0.0,3,67.0,4567.164,Sydvestvej 21,9370,Hals,North jutland,Jutland,3.25,2.42,6.69
2002-12-25,2002Q4,1232057,Villa,regular_sale,2001,1675000,0.0,5,126.0,13293.65,Enebærhaven 5,4330,Hvalsø,Other islands,Zealand,3.25,2.42,6.69
2002-12-22,2002Q4,1232156,Villa,regular_sale,1906,268000,0.0,10,478.0,560.66943,Holmsborg 15,8305,Samsø,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-22,2002Q4,1232153,Villa,regular_sale,1999,1200000,0.0,6,200.0,6000.0,Astergade 65,8830,Tjele,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-22,2002Q4,1232106,Villa,regular_sale,1928,1200000,0.0,9,199.0,6030.151,Bonkenvej 76,9493,Saltum,North jutland,Jutland,3.25,2.42,6.69
2002-12-21,2002Q4,1232179,Villa,regular_sale,1976,1224809,0.0,4,112.0,10935.795,Martin A Hansens Vej 3,8660,Skanderborg,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-21,2002Q4,1232185,Villa,regular_sale,1988,1700000,0.0,5,151.0,11258.278,Råhøjen 3,8260,Viby J,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-21,2002Q4,1232166,Villa,regular_sale,1969,2872200,0.0,6,206.0,13942.719,Klintedalen 24,3520,Farum,North Zealand,Zealand,3.25,2.42,6.69
2002-12-20,2002Q4,1232233,Villa,regular_sale,1991,1137500,0.0,4,116.0,9806.034,Humlevej 27,8543,Hornslet,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-20,2002Q4,1232195,Villa,regular_sale,1977,1271000,0.0,4,126.0,10087.302,Haraldsvej 42,8660,Skanderborg,East & mid jutland,Jutland,3.25,2.42,6.69
2002-12-20,2002Q4,1232207,Villa,regular_sale,1948,1175000,0.0,5,146.0,8047.9453,Ãderupvej 50,4700,Næstved,Other islands,Zealand,3.25,2.42,6.69
2002-12-20,2002Q4,1232198,Villa,regular_sale,1955,995000,0.0,8,164.0,6067.073,Nørregade 9,4281,Gørlev,Other islands,Zealand,3.25,2.42,6.69
2002-12-19,2002Q4,1232356,Apartment,regular_sale,1880,3322000,0.0,4,98.0,33897.96,"Algade 69, 2",4760,Vordingborg,Other islands,Zealand,3.25,2.42,6.69
2002-12-19,2002Q4,1232301,Villa,regular_sale,1852,295000,0.0,5,113.0,2610.6194,Vester Bregninge 30,5970,Ãrøskøbing,Fyn & islands,Fyn & islands,3.25,2.42,6.69
2002-12-19,2002Q4,1232311,Villa,regular_sale,1956,1200000,0.0,4,94.0,12765.957,Freysvej 4,3140,Ãlsgårde,North Zealand,Zealand,3.25,2.42,6.69
2002-12-19,2002Q4,1232261,Farm,regular_sale,1913,3190000,0.0,8,209.0,15263.158,Vedsted Kærvej 18,9440,Aabybro,North jutland,Jutland,3.25,2.42,6.69
2002-12-19,2002Q4,1232271,Townhouse,regular_sale,2003,1798000,0.0,4,119.0,15109.244,Møller Meyers Vej 21,8240,Risskov,East & mid jutland,Jutland,3.25,2.42,6.69
