date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2018-12-31,2018Q4,526873,Apartment,family_sale,1867,1468963,0.0,2,116.0,12663.475,"Hovedgaden 37, 1",8410,Rønde,East & mid jutland,Jutland,0.0,0.81,2.12
2018-12-31,2018Q4,526849,Apartment,regular_sale,1972,500000,0.0,3,43.0,11627.907,"Stadion Alle 2, 1. tv",9530,Støvring,North jutland,Jutland,0.0,0.81,2.12
2018-12-31,2018Q4,526820,Farm,regular_sale,1938,2435000,0.0,4,143.0,17027.973,Skivevej 256B,8831,Løgstrup,East & mid jutland,Jutland,0.0,0.81,2.12
2018-12-31,2018Q4,526904,Villa,regular_sale,1900,1508000,0.0,8,226.0,6672.5664,Lilleardenvej 11B,9510,Arden,North jutland,Jutland,0.0,0.81,2.12
2018-12-31,2018Q4,526860,Villa,regular_sale,1861,1775000,-6.0,9,243.0,7304.527,Nyrupvej 41,9240,Nibe,North jutland,Jutland,0.0,0.81,2.12
2018-12-31,2018Q4,526899,Apartment,family_sale,1945,5440000,0.0,3,83.0,65542.17,"Sønderborggade 3, 2. tv",8000,Aarhus C,East & mid jutland,Jutland,0.0,0.81,2.12
2018-12-31,2018Q4,526807,Farm,family_sale,2007,13275000,0.0,8,268.0,49533.582,Havrelandsvej 17,7790,Thyholm,South jutland,Jutland,0.0,0.81,2.12
2018-12-30,2018Q4,526918,Summerhouse,family_sale,1973,1360000,0.0,4,54.0,25185.186,Vejers Havvej 79,6853,Vejers Strand,South jutland,Jutland,0.0,0.81,2.12
2018-12-30,2018Q4,526924,Apartment,regular_sale,1925,3260000,0.0,3,102.0,31960.785,"Ãlholmvej 50, st. tv",2500,Valby,"Capital, Copenhagen",Zealand,0.0,0.81,2.12
2018-12-29,2018Q4,527007,Summerhouse,family_sale,1906,2082500,0.0,3,74.0,28141.893,Rishøjvej 63,4500,Nykøbing Sj,Other islands,Zealand,0.0,0.81,2.12
2018-12-29,2018Q4,526995,Farm,regular_sale,1932,1750000,0.0,7,239.0,7322.176,Skibbildvej 103,7400,Herning,South jutland,Jutland,0.0,0.81,2.12
2018-12-29,2018Q4,527018,Apartment,regular_sale,2006,3675000,-5.0,3,93.0,39516.13,"Knarreborgvej 3A, 2. th",2770,Kastrup,"Capital, Copenhagen",Zealand,0.0,0.81,2.12
2018-12-28,2018Q4,527049,Villa,regular_sale,1953,2365000,-1.0,4,93.0,25430.107,Kløvervej 37,9400,Nørresundby,North jutland,Jutland,0.0,0.81,2.12
