date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
1996-12-31,1996Q4,1401768,Summerhouse,regular_sale,1966,255000,0.0,3,53.0,4811.321,Kongesvinget 20,4400,Kalundborg,Other islands,Zealand,3.25,2.13,7.84
1996-12-30,1996Q4,1401804,Villa,regular_sale,1960,765000,0.0,5,141.0,5425.5317,Abildhøj 13,7600,Struer,South jutland,Jutland,3.25,2.13,7.84
1996-12-30,1996Q4,1401792,Villa,regular_sale,1986,1775000,0.0,6,224.0,7924.107,Løvstræde 10,4581,Rørvig,Other islands,Zealand,3.25,2.13,7.84
1996-12-29,1996Q4,1401926,Villa,regular_sale,1985,608000,0.0,4,115.0,5286.9565,Søndermarken 83,8560,Kolind,East & mid jutland,Jutland,3.25,2.13,7.84
1996-12-29,1996Q4,1401866,Villa,regular_sale,1939,841000,0.0,4,103.0,8165.0483,Christiansvej 10,5700,Svendborg,Fyn & islands,Fyn & islands,3.25,2.13,7.84
1996-12-29,1996Q4,1401915,Villa,regular_sale,1965,550000,0.0,4,113.0,4867.257,Kærvej 59,6270,Tønder,South jutland,Jutland,3.25,2.13,7.84
1996-12-29,1996Q4,1401817,Farm,regular_sale,1887,2016665,0.0,3,157.0,12845.0,Mosevænget 5,9600,Aars,North jutland,Jutland,3.25,2.13,7.84
1996-12-29,1996Q4,1401819,Summerhouse,family_sale,1973,300000,0.0,5,77.0,3896.104,Tomatvej 2,4873,Væggerløse,Other islands,Zealand,3.25,2.13,7.84
1996-12-29,1996Q4,1401892,Villa,other_sale,1959,808354,0.0,5,166.0,4869.6025,Klinten 13,3600,Frederikssund,North Zealand,Zealand,3.25,2.13,7.84
1996-12-29,1996Q4,1401898,Apartment,regular_sale,1895,2900000,0.0,2,67.0,43283.582,"Jyllandsgade 32, 1. tv",6700,Esbjerg,South jutland,Jutland,3.25,2.13,7.84
1996-12-29,1996Q4,1401920,Summerhouse,family_sale,1959,460000,0.0,6,185.0,2486.4866,Vesterhavsbakken 26,9492,Blokhus,North jutland,Jutland,3.25,2.13,7.84
1996-12-29,1996Q4,1401854,Villa,regular_sale,1938,1403850,0.0,6,141.0,9956.383,Ravneholmsvej 11,2400,København NV,"Capital, Copenhagen",Zealand,3.25,2.13,7.84
1996-12-29,1996Q4,1401832,Farm,family_sale,1973,2772111,0.0,6,287.0,9658.924,Vrålyngen 2,3540,Lynge,North Zealand,Zealand,3.25,2.13,7.84
1996-12-29,1996Q4,1401826,Villa,regular_sale,1964,545253,0.0,8,178.0,3063.219,Birkevej 18,4140,Borup,Other islands,Zealand,3.25,2.13,7.84
1996-12-28,1996Q4,1401946,Villa,regular_sale,1998,330000,0.0,6,173.0,1907.5144,Stenlandsvænget 6,4000,Roskilde,Other islands,Zealand,3.25,2.13,7.84
1996-12-28,1996Q4,1401945,Villa,regular_sale,1965,685000,0.0,5,141.0,4858.1562,Broløkkevej 49,5250,Odense SV,Fyn & islands,Fyn & islands,3.25,2.13,7.84
1996-12-28,1996Q4,1401942,Villa,regular_sale,1963,594862,0.0,3,79.0,7529.899,Kornskyldvej 55,2300,København S,"Capital, Copenhagen",Zealand,3.25,2.13,7.84
1996-12-27,1996Q4,1401972,Summerhouse,family_sale,1969,263500,0.0,4,50.0,5270.0,Jomfrustien 14,3730,Nexø,Bornholm,Bornholm,3.25,2.13,7.84
1996-12-26,1996Q4,1401991,Farm,family_sale,1850,1118600,0.0,4,143.0,7822.3774,Dammergårdsvej 48,9640,Farsø,North jutland,Jutland,3.25,2.13,7.84
1996-12-26,1996Q4,1402006,Apartment,regular_sale,1900,374400,0.0,3,103.0,3634.9514,"Søndergade 37, st",6650,Brørup,South jutland,Jutland,3.25,2.13,7.84
1996-12-26,1996Q4,1402004,Townhouse,regular_sale,1920,545800,0.0,4,112.0,4873.2144,Vedelsgade 18,4400,Kalundborg,Other islands,Zealand,3.25,2.13,7.84
1996-12-26,1996Q4,1402000,Apartment,regular_sale,1937,1555000,0.0,3,91.0,17087.912,"Peder Skrams Gade 16, 2. tv",6700,Esbjerg,South jutland,Jutland,3.25,2.13,7.84
1996-12-26,1996Q4,1402009,Villa,regular_sale,1953,370000,0.0,3,141.0,2624.1135,Landervejen 8,4281,Gørlev,Other islands,Zealand,3.25,2.13,7.84
1996-12-22,1996Q4,1402036,Villa,regular_sale,1987,775000,0.0,5,125.0,6200.0,Kastanievej 22,7470,Karup J,South jutland,Jutland,3.25,2.13,7.84
1996-12-22,1996Q4,1402077,Villa,regular_sale,1971,568400,0.0,4,110.0,5167.273,Houmarksvej 17,8920,Randers NV,East & mid jutland,Jutland,3.25,2.13,7.84
1996-12-22,1996Q4,1402039,Villa,regular_sale,1967,708225,0.0,4,115.0,6158.478,Mellemvang 5,9530,Støvring,North jutland,Jutland,3.25,2.13,7.84
1996-12-22,1996Q4,1402071,Villa,regular_sale,1940,408442,0.0,5,160.0,2552.7625,Møllevej 77,4930,Maribo,Other islands,Zealand,3.25,2.13,7.84
1996-12-22,1996Q4,1402052,Farm,regular_sale,1800,1369000,0.0,5,154.0,8889.61,Tornbjergvej 15,4140,Borup,Other islands,Zealand,3.25,2.13,7.84
1996-12-22,1996Q4,1402048,Townhouse,regular_sale,1977,818000,0.0,4,100.0,8180.0,Kunnerupvej 92,8361,Hasselager,East & mid jutland,Jutland,3.25,2.13,7.84
1996-12-22,1996Q4,1402053,Villa,regular_sale,1980,977000,0.0,5,113.0,8646.018,Holmstruphøjvej 27,8210,Aarhus V,East & mid jutland,Jutland,3.25,2.13,7.84
1996-12-21,1996Q4,1402097,Villa,regular_sale,1998,357000,0.0,7,199.0,1793.9698,Havbo 3,6470,Sydals,South jutland,Jutland,3.25,2.13,7.84
1996-12-20,1996Q4,1402114,Villa,regular_sale,1877,1250000,0.0,3,104.0,12019.23,Rugkrogvej 1,4250,Fuglebjerg,Other islands,Zealand,3.25,2.13,7.84
