date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2012-12-31,2012Q4,843137,Villa,family_sale,1952,1870000,0.0,4,125.0,14960.0,Revelhøjvej 2,8200,Aarhus N,East & mid jutland,Jutland,0.0,2.4,3.66
2012-12-31,2012Q4,843136,Farm,family_sale,1859,12692100,0.0,14,390.0,32543.846,Møllevej 18,5471,Søndersø,Fyn & islands,Fyn & islands,0.0,2.4,3.66
2012-12-30,2012Q4,843183,Apartment,regular_sale,1897,1150000,0.0,3,85.0,13529.412,"Rådhusgade 17B, 2",9670,Løgstør,North jutland,Jutland,0.0,2.4,3.66
2012-12-30,2012Q4,843162,Villa,regular_sale,1920,530000,-8.0,5,192.0,2760.4167,Kirkebjergevej 16,9240,Nibe,North jutland,Jutland,0.0,2.4,3.66
2012-12-28,2012Q4,843218,Villa,regular_sale,1999,1325000,-11.0,5,142.0,9330.986,Tørrepladsen 53,8620,Kjellerup,East & mid jutland,Jutland,0.0,2.4,3.66
2012-12-27,2012Q4,843256,Summerhouse,regular_sale,1962,450000,-10.0,2,45.0,10000.0,Rolfsvej 1,3370,Melby,North Zealand,Zealand,0.0,2.4,3.66
2012-12-27,2012Q4,843287,Townhouse,regular_sale,1948,3400000,0.0,2,58.0,58620.69,Karlslunde Strandvej 48B,2690,Karlslunde,"Capital, Copenhagen",Zealand,0.0,2.4,3.66
2012-12-27,2012Q4,843269,Villa,regular_sale,1969,645000,-7.0,4,117.0,5512.8203,Solsortevej 6,6800,Varde,South jutland,Jutland,0.0,2.4,3.66
2012-12-27,2012Q4,843284,Villa,regular_sale,2013,2994760,-6.0,6,169.0,17720.473,Agerhønebakken 4,8660,Skanderborg,East & mid jutland,Jutland,0.0,2.4,3.66
2012-12-27,2012Q4,843249,Summerhouse,regular_sale,2001,1400000,-6.0,5,98.0,14285.714,Strandparken 47,5450,Otterup,Fyn & islands,Fyn & islands,0.0,2.4,3.66
2012-12-27,2012Q4,843276,Apartment,regular_sale,2000,2824052,0.0,3,73.0,38685.645,Rådhustorvet 47,3660,Stenløse,North Zealand,Zealand,0.0,2.4,3.66
2012-12-27,2012Q4,843245,Apartment,regular_sale,1750,1437500,0.0,4,118.0,12182.203,"Store Kongensgade 64, 4",1264,København K,"Capital, Copenhagen",Zealand,0.0,2.4,3.66
2012-12-27,2012Q4,843259,Villa,regular_sale,1951,1900000,0.0,8,255.0,7450.9805,Nørregade 5,7540,Haderup,South jutland,Jutland,0.0,2.4,3.66
2012-12-26,2012Q4,843328,Summerhouse,regular_sale,1977,920000,-8.0,2,50.0,18400.0,Stendyssen 19,4070,Kirke Hyllinge,Other islands,Zealand,0.0,2.4,3.66
2012-12-26,2012Q4,843364,Summerhouse,regular_sale,1987,1237500,-4.0,5,79.0,15664.557,Bloksbjerg 23,9492,Blokhus,North jutland,Jutland,0.0,2.4,3.66
2012-12-26,2012Q4,843304,Villa,regular_sale,1984,1400000,-3.0,8,284.0,4929.5776,Bødkervej 59,7730,Hanstholm,South jutland,Jutland,0.0,2.4,3.66
2012-12-26,2012Q4,843324,Villa,regular_sale,1998,2345000,-2.0,5,156.0,15032.052,Tusindfrydvej 5,4180,Sorø,Other islands,Zealand,0.0,2.4,3.66
2012-12-26,2012Q4,843338,Villa,other_sale,1970,1299500,-49.0,5,145.0,8962.069,Tunøvej 8,3140,Ãlsgårde,North Zealand,Zealand,0.0,2.4,3.66
2012-12-26,2012Q4,843358,Villa,regular_sale,2013,412500,-7.0,4,127.0,3248.0315,Katrinelundsvej 7,8732,Hovedgård,East & mid jutland,Jutland,0.0,2.4,3.66
2012-12-25,2012Q4,843377,Villa,regular_sale,1980,994000,0.0,6,205.0,4848.7803,Granitvej 12,4684,Holmegaard,Other islands,Zealand,0.0,2.4,3.66
2012-12-25,2012Q4,843370,Villa,regular_sale,1913,8175000,-1.0,10,350.0,23357.143,Jahnsensvej 6,2820,Gentofte,"Capital, Copenhagen",Zealand,0.0,2.4,3.66
2012-12-23,2012Q4,843391,Villa,regular_sale,1860,660000,0.0,4,90.0,7333.3335,Græshaven 10,5320,Agedrup,Fyn & islands,Fyn & islands,0.0,2.4,3.66
2012-12-22,2012Q4,843398,Villa,regular_sale,1937,2550000,-5.0,4,98.0,26020.408,Odinsvej 13,3000,Helsingør,North Zealand,Zealand,0.0,2.4,3.66
2012-12-22,2012Q4,843407,Townhouse,regular_sale,2003,2100000,-10.0,4,128.0,16406.25,Mølledammen 113,3550,Slangerup,North Zealand,Zealand,0.0,2.4,3.66
2012-12-21,2012Q4,843421,Villa,regular_sale,2003,2755000,-3.0,5,166.0,16596.385,Billundvej 9,6000,Kolding,South jutland,Jutland,0.0,2.4,3.66
2012-12-21,2012Q4,843412,Villa,regular_sale,1959,650000,-10.0,4,100.0,6500.0,Heslekrogen 11,5800,Nyborg,Fyn & islands,Fyn & islands,0.0,2.4,3.66
2012-12-20,2012Q4,843597,Townhouse,regular_sale,1880,1175000,0.0,5,192.0,6119.7915,Astergade 9,7160,Tørring,South jutland,Jutland,0.0,2.4,3.66
2012-12-20,2012Q4,843537,Villa,regular_sale,1896,1525000,-10.0,4,240.0,6354.1665,Snejstrupvej 15,7700,Thisted,South jutland,Jutland,0.0,2.4,3.66
2012-12-20,2012Q4,843473,Villa,regular_sale,1973,2195000,0.0,4,158.0,13892.405,Skodsborgvej 64,9270,Klarup,North jutland,Jutland,0.0,2.4,3.66
2012-12-20,2012Q4,843483,Villa,regular_sale,1878,1500000,0.0,9,241.0,6224.0664,Gamle Kirkevej 20,6200,Aabenraa,South jutland,Jutland,0.0,2.4,3.66
2012-12-20,2012Q4,843459,Summerhouse,family_sale,2005,833000,0.0,4,70.0,11900.0,Skovduevej 27,4500,Nykøbing Sj,Other islands,Zealand,0.0,2.4,3.66
