date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
1996-12-31,1996Q4,1401775,Villa,family_sale,1880,260000,0.0,6,160.0,1625.0,Vester Halne Vej 91,9430,Vadum,North jutland,Jutland,3.25,2.13,7.84
1996-12-31,1996Q4,1401783,Farm,regular_sale,1916,628434,0.0,4,183.0,3434.0657,Sønderbro 45,6823,Ansager,South jutland,Jutland,3.25,2.13,7.84
1996-12-31,1996Q4,1401782,Apartment,family_sale,1963,624214,0.0,3,80.0,7802.675,"Tirstrupvej 8, 1. tv",8240,Risskov,East & mid jutland,Jutland,3.25,2.13,7.84
1996-12-31,1996Q4,1401781,Villa,regular_sale,1927,498700,0.0,6,118.0,4226.271,Hovedgaden 15,4440,Mørkøv,Other islands,Zealand,3.25,2.13,7.84
1996-12-31,1996Q4,1401780,Farm,family_sale,1873,1600000,0.0,6,148.0,10810.811,Geerslettevej 6B,3600,Frederikssund,North Zealand,Zealand,3.25,2.13,7.84
1996-12-31,1996Q4,1401779,Villa,family_sale,1877,340000,0.0,5,173.0,1965.3179,Lustrupvej 31,6760,Ribe,South jutland,Jutland,3.25,2.13,7.84
1996-12-31,1996Q4,1401778,Villa,regular_sale,1820,536000,0.0,4,82.0,6536.5854,Suensonsvej 11,6720,Fanø,South jutland,Jutland,3.25,2.13,7.84
1996-12-31,1996Q4,1401777,Villa,family_sale,1974,875275,0.0,5,154.0,5683.604,Pandebjergvej 23,4800,Nykøbing F,Other islands,Zealand,3.25,2.13,7.84
1996-12-31,1996Q4,1401776,Farm,family_sale,1920,600000,0.0,7,280.0,2142.8572,Vester Halne Vej 113,9430,Vadum,North jutland,Jutland,3.25,2.13,7.84
1996-12-31,1996Q4,1401768,Summerhouse,regular_sale,1966,255000,0.0,3,53.0,4811.321,Kongesvinget 20,4400,Kalundborg,Other islands,Zealand,3.25,2.13,7.84
1996-12-31,1996Q4,1401774,Summerhouse,family_sale,1965,430000,0.0,5,122.0,3524.59,Sommervej 11,6960,Hvide Sande,South jutland,Jutland,3.25,2.13,7.84
