date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
2000-12-31,2000Q4,1293518,Villa,family_sale,1917,397219,0.0,4,105.0,3783.038,Skovvej 8,7000,Fredericia,South jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293517,Villa,regular_sale,1909,1800000,0.0,6,128.0,14062.5,Marienborg Alle 6,2860,Søborg,"Capital, Copenhagen",Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293516,Townhouse,regular_sale,2001,750000,0.0,4,133.0,5639.0977,Porsvej 17,2670,Greve,"Capital, Copenhagen",Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293515,Summerhouse,family_sale,1976,305000,0.0,2,32.0,9531.25,Udsbjergvej 4,3320,Skævinge,North Zealand,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293514,Apartment,family_sale,1950,365500,0.0,2,55.0,6645.4546,"Snellemark 22, 2",3700,Rønne,Bornholm,Bornholm,4.5,2.9,7.33
2000-12-31,2000Q4,1293513,Apartment,family_sale,1900,1250000,0.0,2,42.0,29761.904,"Henriettevej 9, 2. th",4300,Holbæk,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293512,Villa,regular_sale,1971,1280000,0.0,4,160.0,8000.0,Baggesens Alle 112,6700,Esbjerg,South jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293508,Apartment,family_sale,1900,1250000,0.0,2,55.0,22727.273,"Henriettevej 9, 1. th",4300,Holbæk,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293511,Apartment,family_sale,1900,1250000,0.0,2,55.0,22727.273,"Henriettevej 9, 1. tv",4300,Holbæk,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293510,Villa,other_sale,1967,525000,0.0,6,126.0,4166.6665,Lærerbovej 5,9460,Brovst,North jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293509,Apartment,family_sale,1900,1250000,0.0,2,55.0,22727.273,"Henriettevej 9, st. tv",4300,Holbæk,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293507,Apartment,regular_sale,1965,940300,0.0,3,80.0,11753.75,"Valhøjs Alle 102C, 1. tv",2610,Rødovre,"Capital, Copenhagen",Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293506,Villa,other_sale,1973,2306092,0.0,5,136.0,16956.559,Gl Landevej 1,7100,Vejle,South jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293505,Apartment,family_sale,1900,1250000,0.0,2,55.0,22727.273,"Henriettevej 9, st. th",4300,Holbæk,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293520,Villa,regular_sale,1974,970000,0.0,5,146.0,6643.8354,Nyvej 41,5690,Tommerup,Fyn & islands,Fyn & islands,4.5,2.9,7.33
2000-12-31,2000Q4,1293519,Farm,regular_sale,1928,997630,0.0,3,112.0,8907.411,Lundevej 3,4652,Hårlev,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293530,Villa,regular_sale,2001,300000,0.0,5,182.0,1648.3517,Charlotteparken 107,8700,Horsens,East & mid jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293521,Summerhouse,other_sale,1963,1129041,0.0,4,110.0,10264.009,Skovduevej 23,4583,Sjællands Odde,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293531,Villa,regular_sale,1894,840000,0.0,4,209.0,4019.1387,Kertevej 5,4892,Kettinge,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293503,Farm,family_sale,1777,400000,0.0,6,229.0,1746.7249,Blæsbjergvej 39,6200,Aabenraa,South jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293536,Villa,family_sale,1942,400000,0.0,2,110.0,3636.3635,Tværvej 4,9640,Farsø,North jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293535,Villa,regular_sale,1954,1782839,0.0,6,188.0,9483.187,Anemonevej 19,4600,Køge,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293537,Townhouse,family_sale,1956,400000,0.0,6,155.0,2580.6453,Storegade 22,6640,Lunderskov,South jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293533,Townhouse,regular_sale,1974,1406665,0.0,4,112.0,12559.509,Enevangen 14,3450,Allerød,North Zealand,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293532,Apartment,family_sale,1903,330000,0.0,3,77.0,4285.7144,"Dalegade 87, 1",7000,Fredericia,South jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293529,Villa,regular_sale,1848,485000,0.0,5,125.0,3880.0,Ramsherred 5,8305,Samsø,East & mid jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293522,Villa,regular_sale,1894,592248,0.0,2,60.0,9870.8,Ballegårdsvej 4,6580,Vamdrup,South jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293528,Villa,regular_sale,1777,567000,0.0,4,150.0,3780.0,Kildestræde 17,3730,Nexø,Bornholm,Bornholm,4.5,2.9,7.33
2000-12-31,2000Q4,1293527,Apartment,family_sale,1900,1250000,0.0,2,35.0,35714.285,"Henriettevej 9, 2. tv",4300,Holbæk,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293526,Apartment,regular_sale,1914,1700000,0.0,1,62.0,27419.355,"Knudsvej 45, st",4000,Roskilde,Other islands,Zealand,4.5,2.9,7.33
2000-12-31,2000Q4,1293525,Apartment,family_sale,1950,365500,0.0,3,78.0,4685.8975,"Snellemark 22, 1",3700,Rønne,Bornholm,Bornholm,4.5,2.9,7.33
2000-12-31,2000Q4,1293524,Villa,regular_sale,1928,539384,0.0,4,111.0,4859.3154,Vester Viderupkær 10,9240,Nibe,North jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293523,Villa,regular_sale,1990,1900000,0.0,6,195.0,9743.59,Stentoften 28,9550,Mariager,North jutland,Jutland,4.5,2.9,7.33
2000-12-31,2000Q4,1293504,Farm,family_sale,1910,3643000,0.0,7,280.0,13010.714,Granhækken 2,4892,Kettinge,Other islands,Zealand,4.5,2.9,7.33
