date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
1995-12-31,1995Q4,1425572,Villa,regular_sale,1980,875000,0.0,5,139.0,6294.964,Bakkevænget 3,8660,Skanderborg,East & mid jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425564,Villa,regular_sale,1960,430000,0.0,7,210.0,2047.619,Liselundsvej 6,3360,Liseleje,North Zealand,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425565,Villa,family_sale,1968,484500,0.0,4,122.0,3971.3115,Udsigten 2,5462,Morud,Fyn & islands,Fyn & islands,5.0,2.13,9.09
1995-12-31,1995Q4,1425566,Villa,regular_sale,1974,555000,0.0,4,121.0,4586.777,Bakkevænget 29,4293,Dianalund,Other islands,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425567,Apartment,regular_sale,1884,517000,0.0,3,69.0,7492.7534,"Rathsacksvej 4, 4. th",1862,Frederiksberg C,"Capital, Copenhagen",Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425568,Villa,regular_sale,1920,500000,0.0,6,222.0,2252.2522,Slots Bjergbyvej 32,4200,Slagelse,Other islands,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425569,Villa,regular_sale,1970,455000,0.0,4,127.0,3582.6772,Granlien 1,9440,Aabybro,North jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425570,Villa,regular_sale,1929,800000,0.0,7,170.0,4705.8823,Rolfsgade 134,6700,Esbjerg,South jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425571,Townhouse,regular_sale,1989,926000,0.0,4,108.0,8574.074,Nøddelunden 36,2765,Smørum,"Capital, Copenhagen",Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425578,Villa,family_sale,1983,450000,0.0,4,169.0,2662.722,Nørreled 2,4581,Rørvig,Other islands,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425573,Townhouse,family_sale,1973,860000,0.0,5,145.0,5931.0347,Korshøjen 97,8240,Risskov,East & mid jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425574,Villa,regular_sale,1968,1511895,0.0,7,182.0,8307.115,Langkær Vænge 18,3500,Værløse,North Zealand,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425575,Villa,regular_sale,1973,700881,0.0,5,186.0,3768.1775,Strandmarksvej 10,8240,Risskov,East & mid jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425576,Villa,regular_sale,1907,671254,0.0,14,507.0,1323.9724,Højensvej 199,5700,Svendborg,Fyn & islands,Fyn & islands,5.0,2.13,9.09
1995-12-31,1995Q4,1425581,Villa,regular_sale,1999,350000,0.0,5,223.0,1569.5067,Elmosevej 68A,8330,Beder,East & mid jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425577,Villa,regular_sale,1923,1125000,0.0,5,167.0,6736.527,Egøjevej 11,4600,Køge,Other islands,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425579,Villa,regular_sale,1984,2000000,0.0,3,166.0,12048.192,Adolphsvej 52,2820,Gentofte,"Capital, Copenhagen",Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425580,Villa,regular_sale,1967,842625,0.0,5,130.0,6481.731,Bygvænget 9,4681,Herfølge,Other islands,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425562,Villa,regular_sale,1986,1422590,0.0,4,146.0,9743.768,Præstemosen 84,2650,Hvidovre,"Capital, Copenhagen",Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425563,Townhouse,regular_sale,1882,380000,0.0,4,158.0,2405.0632,Nørregade 20,6800,Varde,South jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425547,Villa,regular_sale,1971,2022920,0.0,6,222.0,9112.252,Lindebakken 4,3460,Birkerød,North Zealand,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425561,Townhouse,family_sale,1980,289500,0.0,4,114.0,2539.4736,Slettebjerget 125,3400,Hillerød,North Zealand,Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425551,Villa,regular_sale,1933,1396000,0.0,6,129.0,10821.705,Sankt Lukas Vej 3,2900,Hellerup,"Capital, Copenhagen",Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425560,Villa,regular_sale,1954,968660,0.0,5,167.0,5800.3594,Kokspang Hedevej 37,6710,Esbjerg V,South jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425543,Apartment,other_sale,1929,459330,0.0,2,63.0,7290.952,"Augustagade 3, 1. th",2300,København S,"Capital, Copenhagen",Zealand,5.0,2.13,9.09
1995-12-31,1995Q4,1425544,Summerhouse,family_sale,1971,310000,0.0,4,104.0,2980.7693,Agnethevej 26,9480,Løkken,North jutland,Jutland,5.0,2.13,9.09
1995-12-31,1995Q4,1425546,Villa,regular_sale,1936,717520,0.0,5,142.0,5052.9575,Lundehusvej 4,2680,Solrød Strand,"Capital, Copenhagen",Zealand,5.0,2.13,9.09
