date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%
1994-12-31,1994Q4,1449850,Villa,family_sale,1848,458827,0.0,5,190.0,2414.879,Mølmark 7,6310,Broager,South jutland,Jutland,5.0,1.99,8.39
1994-12-31,1994Q4,1449846,Apartment,regular_sale,1897,875000,0.0,3,53.0,16509.434,"Ãboulevarden 104, 2. tv",8700,Horsens,East & mid jutland,Jutland,5.0,1.99,8.39
1994-12-31,1994Q4,1449847,Apartment,regular_sale,1897,875000,0.0,2,35.0,25000.0,"Ãboulevarden 104, 3. th",8700,Horsens,East & mid jutland,Jutland,5.0,1.99,8.39
1994-12-31,1994Q4,1449848,Villa,regular_sale,1981,900000,0.0,4,250.0,3600.0,Asterhøj 4,6310,Broager,South jutland,Jutland,5.0,1.99,8.39
1994-12-31,1994Q4,1449849,Apartment,regular_sale,1897,875000,0.0,2,35.0,25000.0,"Ãboulevarden 104, 3. tv",8700,Horsens,East & mid jutland,Jutland,5.0,1.99,8.39
1994-12-31,1994Q4,1449852,Apartment,regular_sale,1886,370000,0.0,2,68.0,5441.1763,"Fredensgade 42, 1",5000,Odense C,Fyn & islands,Fyn & islands,5.0,1.99,8.39
1994-12-31,1994Q4,1449851,Farm,family_sale,1939,2000000,0.0,7,210.0,9523.81,Grønbjergvej 22,6973,Arnhøj,South jutland,Jutland,5.0,1.99,8.39
1994-12-31,1994Q4,1449856,Villa,family_sale,1971,712700,0.0,5,128.0,5567.9688,Bækager Alle 52,2670,Greve,"Capital, Copenhagen",Zealand,5.0,1.99,8.39
1994-12-31,1994Q4,1449853,Farm,family_sale,2007,1657500,0.0,6,277.0,5983.7544,Kragevej 3,4261,Dalmose,Other islands,Zealand,5.0,1.99,8.39
1994-12-31,1994Q4,1449854,Villa,regular_sale,1991,1635000,0.0,4,138.0,11847.826,Olsbækdal 1,2670,Greve,"Capital, Copenhagen",Zealand,5.0,1.99,8.39
1994-12-31,1994Q4,1449855,Apartment,regular_sale,1972,696800,0.0,4,115.0,6059.1304,"Eremitageparken 13, st. c",2800,Kongens Lyngby,"Capital, Copenhagen",Zealand,5.0,1.99,8.39
1994-12-31,1994Q4,1449844,Apartment,regular_sale,1897,875000,0.0,3,53.0,16509.434,"Ãboulevarden 104, 1. tv",8700,Horsens,East & mid jutland,Jutland,5.0,1.99,8.39
1994-12-31,1994Q4,1449845,Apartment,regular_sale,1897,875000,0.0,3,63.0,13888.889,"Ãboulevarden 104, 2. th",8700,Horsens,East & mid jutland,Jutland,5.0,1.99,8.39
1994-12-31,1994Q4,1449842,Villa,other_sale,1965,460000,0.0,6,162.0,2839.506,Tordenskjoldsvej 4,9970,Strandby,North jutland,Jutland,5.0,1.99,8.39
